"countryName_Destination";"Notes.x";"ISO3.x";"Type.of.data..a.";"Origin";"nbMigrants";"Notes.y";"ISO3.y"
"Iran (Islamic Republic of)";"";"IRN";"B R";"State of Palestine";0;"-12";"PSE"
"Maldives";"";"MDV";"C R";"State of Palestine";0;"-12";"PSE"
"Nepal";"";"NPL";"B R";"State of Palestine";0;"-12";"PSE"
"Pakistan";"";"PAK";"B R";"State of Palestine";0;"-12";"PSE"
"Sri Lanka";"";"LKA";"B R";"State of Palestine";0;"-12";"PSE"
"Armenia";"";"ARM";"B R";"State of Palestine";0;"-12";"PSE"
"Azerbaijan";"-9";"AZE";"B R";"State of Palestine";0;"-12";"PSE"
"Bahrain";"";"BHR";"C";"State of Palestine";4671;"-12";"PSE"
"Cyprus";"-10";"CYP";"B";"State of Palestine";404;"-12";"PSE"
"Georgia";"-11";"GEO";"B";"State of Palestine";0;"-12";"PSE"
"Iraq";"";"IRQ";"C R";"State of Palestine";12051;"-12";"PSE"
"Israel";"";"ISR";"B R";"State of Palestine";0;"-12";"PSE"
"Jordan";"";"JOR";"C R";"State of Palestine";2142755;"-12";"PSE"
"Kuwait";"";"KWT";"C R";"State of Palestine";14253;"-12";"PSE"
"Lebanon";"";"LBN";"B R";"State of Palestine";515550;"-12";"PSE"
"Oman";"";"OMN";"C";"State of Palestine";0;"-12";"PSE"
"Qatar";"";"QAT";"C";"State of Palestine";5595;"-12";"PSE"
"Saudi Arabia";"";"SAU";"C R";"State of Palestine";0;"-12";"PSE"
"State of Palestine";"-12";"PSE";"B";"State of Palestine";0;"-12";"PSE"
"Syrian Arab Republic";"";"SYR";"C R";"State of Palestine";238809;"-12";"PSE"
"Turkey";"";"TUR";"B R";"State of Palestine";740;"-12";"PSE"
"United Arab Emirates";"";"ARE";"C R";"State of Palestine";54006;"-12";"PSE"
"Yemen";"";"YEM";"C R";"State of Palestine";3757;"-12";"PSE"
"Belarus";"";"BLR";"B";"State of Palestine";0;"-12";"PSE"
"Bulgaria";"";"BGR";"B";"State of Palestine";6;"-12";"PSE"
"Czech Republic";"";"CZE";"C";"State of Palestine";91;"-12";"PSE"
"Hungary";"";"HUN";"B R";"State of Palestine";69;"-12";"PSE"
"Poland";"";"POL";"B";"State of Palestine";0;"-12";"PSE"
"Republic of Moldova";"-13";"MDA";"B";"State of Palestine";0;"-12";"PSE"
"Romania";"";"ROM";"B";"State of Palestine";40;"-12";"PSE"
"Russian Federation";"";"RUS";"B";"State of Palestine";566;"-12";"PSE"
"Slovakia";"";"SVK";"B";"State of Palestine";38;"-12";"PSE"
"Ukraine";"";"UKR";"B";"State of Palestine";1513;"-12";"PSE"
"Denmark";"";"DNK";"B";"State of Palestine";0;"-12";"PSE"
"Estonia";"";"EST";"B";"State of Palestine";1;"-12";"PSE"
"Faeroe Islands";"";"FRO";"B";"State of Palestine";0;"-12";"PSE"
"Finland";"-15";"FIN";"B";"State of Palestine";57;"-12";"PSE"
"Iceland";"";"ISL";"B";"State of Palestine";0;"-12";"PSE"
"Ireland";"";"IRL";"B";"State of Palestine";67;"-12";"PSE"
"Isle of Man";"";"IMN";"B";"State of Palestine";0;"-12";"PSE"
"Latvia";"";"LVA";"B";"State of Palestine";0;"-12";"PSE"
"Lithuania";"";"LTU";"B";"State of Palestine";0;"-12";"PSE"
"Norway";"-16";"NOR";"B";"State of Palestine";3342;"-12";"PSE"
"Sweden";"";"SWE";"B";"State of Palestine";5269;"-12";"PSE"
"United Kingdom of Great Britain and Northern Ireland";"";"GBR";"B";"State of Palestine";0;"-12";"PSE"
"Albania";"";"ALB";"B";"State of Palestine";0;"-12";"PSE"
"Andorra";"";"AND";"C";"State of Palestine";0;"-12";"PSE"
"Bosnia and Herzegovina";"";"BIH";"I R";"State of Palestine";0;"-12";"PSE"
"Croatia";"";"HRV";"B R";"State of Palestine";43;"-12";"PSE"
"Gibraltar";"";"GIB";"B";"State of Palestine";0;"-12";"PSE"
"Greece";"";"GRC";"B";"State of Palestine";1001;"-12";"PSE"
"Holy See";"-17";"VAT";"I";"State of Palestine";0;"-12";"PSE"
"Italy";"";"ITA";"B";"State of Palestine";391;"-12";"PSE"
"Malta";"";"MLT";"B";"State of Palestine";62;"-12";"PSE"
"Montenegro";"";"MNE";"B";"State of Palestine";0;"-12";"PSE"
"Portugal";"";"PRT";"B";"State of Palestine";0;"-12";"PSE"
"San Marino";"";"SMR";"B";"State of Palestine";0;"-12";"PSE"
"Serbia";"-18";"SRB";"B";"State of Palestine";76;"-12";"PSE"
"Slovenia";"";"SVN";"B";"State of Palestine";0;"-12";"PSE"
"Spain";"-19";"ESP";"B";"State of Palestine";0;"-12";"PSE"
"The former Yugoslav Republic of Macedonia";"";"MKD";"B";"State of Palestine";0;"-12";"PSE"
"Austria";"";"AUT";"B";"State of Palestine";277;"-12";"PSE"
"Belgium";"";"BEL";"C";"State of Palestine";585;"-12";"PSE"
"France";"";"FRA";"B";"State of Palestine";993;"-12";"PSE"
"Germany";"";"DEU";"B";"State of Palestine";0;"-12";"PSE"
"Liechtenstein";"";"LIE";"B";"State of Palestine";0;"-12";"PSE"
"Luxembourg";"";"LUX";"B";"State of Palestine";0;"-12";"PSE"
"Monaco";"";"MCO";"B";"State of Palestine";0;"-12";"PSE"
"Netherlands";"";"NLD";"B";"State of Palestine";0;"-12";"PSE"
"Switzerland";"";"CHE";"B";"State of Palestine";184;"-12";"PSE"
"Anguilla";"";"AIA";"B";"State of Palestine";0;"-12";"PSE"
"Antigua and Barbuda";"";"ATG";"B";"State of Palestine";0;"-12";"PSE"
"Aruba";"";"ABW";"B";"State of Palestine";0;"-12";"PSE"
"Bahamas";"";"BHS";"B";"State of Palestine";0;"-12";"PSE"
"Barbados";"";"BRB";"B";"State of Palestine";0;"-12";"PSE"
"Bonaire, Sint Eustatius and Saba";"-20";"BES";"B";"State of Palestine";0;"-12";"PSE"
"British Virgin Islands";"";"VGB";"B";"State of Palestine";0;"-12";"PSE"
"Cayman Islands";"";"CYM";"C";"State of Palestine";0;"-12";"PSE"
"Cuba";"";"CUB";"B";"State of Palestine";0;"-12";"PSE"
"Curaçao";"";"CUW";"B";"State of Palestine";0;"-12";"PSE"
"Dominica";"";"DMA";"B";"State of Palestine";0;"-12";"PSE"
"Dominican Republic";"";"DOM";"B";"State of Palestine";19;"-12";"PSE"
"Grenada";"";"GRD";"B";"State of Palestine";0;"-12";"PSE"
"Guadeloupe";"-21";"GLP";"B";"State of Palestine";0;"-12";"PSE"
"Haiti";"";"HTI";"B";"State of Palestine";0;"-12";"PSE"
"Jamaica";"";"JAM";"B";"State of Palestine";0;"-12";"PSE"
"Martinique";"";"MTQ";"B";"State of Palestine";0;"-12";"PSE"
"Montserrat";"";"MSR";"B";"State of Palestine";0;"-12";"PSE"
"Puerto Rico";"";"PRI";"B";"State of Palestine";0;"-12";"PSE"
"Saint Kitts and Nevis";"";"KNA";"B";"State of Palestine";0;"-12";"PSE"
"Saint Lucia";"";"LCA";"B";"State of Palestine";0;"-12";"PSE"
"Saint Vincent and the Grenadines";"";"VCT";"B";"State of Palestine";0;"-12";"PSE"
"Sint Maarten (Dutch part)";"";"SXM";"B";"State of Palestine";0;"-12";"PSE"
"Trinidad and Tobago";"";"TTO";"B";"State of Palestine";0;"-12";"PSE"
"Turks and Caicos Islands";"";"TCA";"B";"State of Palestine";0;"-12";"PSE"
"United States Virgin Islands";"";"VIR";"B";"State of Palestine";0;"-12";"PSE"
"Belize";"";"BLZ";"B R ";"State of Palestine";0;"-12";"PSE"
"Costa Rica";"";"CRI";"B R";"State of Palestine";0;"-12";"PSE"
"El Salvador";"";"SLV";"B R";"State of Palestine";46;"-12";"PSE"
"Guatemala";"";"GTM";"B R";"State of Palestine";46;"-12";"PSE"
"Honduras";"";"HND";"B R";"State of Palestine";113;"-12";"PSE"
"Mexico";"";"MEX";"B R";"State of Palestine";38;"-12";"PSE"
"Nicaragua";"";"NIC";"B R";"State of Palestine";0;"-12";"PSE"
"Panama";"";"PAN";"B";"State of Palestine";167;"-12";"PSE"
"Argentina";"";"ARG";"B";"State of Palestine";0;"-12";"PSE"
"Bolivia (Plurinational State of)";"";"BOL";"B";"State of Palestine";13;"-12";"PSE"
"Brazil";"";"BRA";"B";"State of Palestine";0;"-12";"PSE"
"Chile";"";"CHL";"B";"State of Palestine";703;"-12";"PSE"
"Colombia";"";"COL";"B";"State of Palestine";0;"-12";"PSE"
"Ecuador";"";"ECU";"B R";"State of Palestine";97;"-12";"PSE"
"Falkland Islands (Malvinas)";"";"FLK";"B";"State of Palestine";0;"-12";"PSE"
"French Guiana";"";"GUF";"B";"State of Palestine";0;"-12";"PSE"
"Guyana";"";"GUY";"B";"State of Palestine";0;"-12";"PSE"
"Paraguay";"";"PRY";"B";"State of Palestine";0;"-12";"PSE"
"Peru";"";"PER";"B";"State of Palestine";0;"-12";"PSE"
"Suriname";"";"SUR";"C";"State of Palestine";0;"-12";"PSE"
"Uruguay";"";"URY";"B";"State of Palestine";0;"-12";"PSE"
"Venezuela (Bolivarian Republic of)";"";"VEN";"B";"State of Palestine";481;"-12";"PSE"
"Bermuda";"";"BMU";"B";"State of Palestine";0;"-12";"PSE"
"Canada";"";"CAN";"B";"State of Palestine";8420;"-12";"PSE"
"Greenland";"";"GRL";"B";"State of Palestine";0;"-12";"PSE"
"Saint Pierre and Miquelon";"";"SPM";"B";"State of Palestine";0;"-12";"PSE"
"United States of America";"";"USA";"B";"State of Palestine";36221;"-12";"PSE"
"Australia";"-22";"AUS";"B";"State of Palestine";3154;"-12";"PSE"
"New Zealand";"";"NZL";"B";"State of Palestine";0;"-12";"PSE"
"Fiji";"";"FJI";"B";"State of Palestine";0;"-12";"PSE"
"New Caledonia";"";"NCL";"B";"State of Palestine";0;"-12";"PSE"
"Papua New Guinea";"";"PNG";"C R";"State of Palestine";0;"-12";"PSE"
"Solomon Islands";"";"SLB";"B";"State of Palestine";0;"-12";"PSE"
"Vanuatu";"";"VUT";"B";"State of Palestine";0;"-12";"PSE"
"Guam";"";"GUM";"B";"State of Palestine";0;"-12";"PSE"
"Kiribati";"";"KIR";"B";"State of Palestine";0;"-12";"PSE"
"Marshall Islands";"";"MHL";"B";"State of Palestine";0;"-12";"PSE"
"Micronesia (Federated States of)";"";"FSM";"B";"State of Palestine";0;"-12";"PSE"
"Nauru";"";"NRU";"C";"State of Palestine";0;"-12";"PSE"
"Northern Mariana Islands";"";"MNP";"B";"State of Palestine";0;"-12";"PSE"
"Palau";"";"PLW";"B";"State of Palestine";0;"-12";"PSE"
"American Samoa";"";"ASM";"B";"State of Palestine";0;"-12";"PSE"
"Cook Islands";"";"COK";"B";"State of Palestine";0;"-12";"PSE"
"French Polynesia";"";"PYF";"B";"State of Palestine";0;"-12";"PSE"
"Niue";"";"NIU";"B";"State of Palestine";0;"-12";"PSE"
"Samoa";"";"WSM";"B";"State of Palestine";0;"-12";"PSE"
"Tokelau";"";"TKL";"B";"State of Palestine";0;"-12";"PSE"
"Tonga";"";"TON";"B";"State of Palestine";0;"-12";"PSE"
"Tuvalu";"";"TUV";"C";"State of Palestine";0;"-12";"PSE"
"Wallis and Futuna Islands";"";"WLF";"B";"State of Palestine";0;"-12";"PSE"
"Burundi";"";"BDI";"B R";"Sudan";0;"-3";"SDN"
"Comoros";"";"COM";"B";"Sudan";0;"-3";"SDN"
"Djibouti";"";"DJI";"B R";"Sudan";0;"-3";"SDN"
"Eritrea";"";"ERI";"I";"Sudan";208;"-3";"SDN"
"Ethiopia";"";"ETH";"B R";"Sudan";24539;"-3";"SDN"
"Kenya";"";"KEN";"B R";"Sudan";7614;"-3";"SDN"
"Madagascar";"";"MDG";"C";"Sudan";0;"-3";"SDN"
"Malawi";"";"MWI";"B R";"Sudan";0;"-3";"SDN"
"Mauritius";"-1";"MUS";"C";"Sudan";0;"-3";"SDN"
"Mayotte";"";"MYT";"B";"Sudan";0;"-3";"SDN"
"Mozambique";"";"MOZ";"B R";"Sudan";0;"-3";"SDN"
"Réunion";"";"REU";"B";"Sudan";0;"-3";"SDN"
"Rwanda";"";"RWA";"B R";"Sudan";0;"-3";"SDN"
"Seychelles";"";"SYC";"B";"Sudan";0;"-3";"SDN"
"Somalia";"";"SOM";"I R";"Sudan";0;"-3";"SDN"
"South Sudan";"";"SSD";"B R";"Sudan";552391;"-3";"SDN"
"Uganda";"";"UGA";"B R";"Sudan";164136;"-3";"SDN"
"United Republic of Tanzania";"-2";"TZA";"B R";"Sudan";0;"-3";"SDN"
"Zambia";"";"ZMB";"B R";"Sudan";0;"-3";"SDN"
"Zimbabwe";"";"ZWE";"B R";"Sudan";0;"-3";"SDN"
"Angola";"";"AGO";"B R";"Sudan";0;"-3";"SDN"
"Cameroon";"";"CMR";"B";"Sudan";0;"-3";"SDN"
"Central African Republic";"";"CAF";"C";"Sudan";19546;"-3";"SDN"
"Chad";"";"TCD";"B R";"Sudan";363465;"-3";"SDN"
"Congo";"";"COG";"B";"Sudan";0;"-3";"SDN"
"Democratic Republic of the Congo";"";"COD";"B R";"Sudan";5621;"-3";"SDN"
"Equatorial Guinea";"";"GNQ";"C";"Sudan";0;"-3";"SDN"
"Gabon";"";"GAB";"C";"Sudan";0;"-3";"SDN"
"Sao Tome and Principe";"";"STP";"C";"Sudan";0;"-3";"SDN"
"Algeria";"";"DZA";"C R";"Sudan";2873;"-3";"SDN"
"Egypt";"";"EGY";"B R";"Sudan";31589;"-3";"SDN"
"Libya";"";"LBY";"C";"Sudan";14428;"-3";"SDN"
"Morocco";"";"MAR";"C";"Sudan";0;"-3";"SDN"
"Sudan";"-3";"SDN";"B R";"Sudan";0;"-3";"SDN"
"Tunisia";"";"TUN";"C";"Sudan";0;"-3";"SDN"
"Western Sahara";"";"ESH";"I";"Sudan";0;"-3";"SDN"
"Botswana";"";"BWA";"C";"Sudan";0;"-3";"SDN"
"Lesotho";"";"LSO";"C R";"Sudan";0;"-3";"SDN"
"Namibia";"";"NAM";"B";"Sudan";182;"-3";"SDN"
"South Africa";"";"ZAF";"B R";"Sudan";3109;"-3";"SDN"
"Swaziland";"";"SWZ";"B R";"Sudan";0;"-3";"SDN"
"Benin";"";"BEN";"C B R";"Sudan";0;"-3";"SDN"
"Burkina Faso";"";"BFA";"B R";"Sudan";0;"-3";"SDN"
"Cabo Verde";"";"CPV";"B";"Sudan";0;"-3";"SDN"
"Côte d'Ivoire";"";"CIV";"C B";"Sudan";0;"-3";"SDN"
"Gambia";"";"GMB";"B";"Sudan";0;"-3";"SDN"
"Ghana";"";"GHA";"B";"Sudan";25;"-3";"SDN"
"Guinea";"";"GIN";"C R";"Sudan";0;"-3";"SDN"
"Guinea-Bissau";"";"GNB";"B R";"Sudan";0;"-3";"SDN"
"Liberia";"";"LBR";"B";"Sudan";0;"-3";"SDN"
"Mali";"";"MLI";"B R";"Sudan";0;"-3";"SDN"
"Mauritania";"";"MRT";"C R";"Sudan";0;"-3";"SDN"
"Niger";"";"NER";"B R";"Sudan";529;"-3";"SDN"
"Nigeria";"";"NGA";"C R";"Sudan";0;"-3";"SDN"
"Saint Helena";"-4";"SHN";"B";"Sudan";0;"-3";"SDN"
"Senegal";"";"SEN";"B R";"Sudan";0;"-3";"SDN"
"Sierra Leone";"";"SLE";"B R";"Sudan";0;"-3";"SDN"
"Togo";"";"TGO";"C R";"Sudan";0;"-3";"SDN"
"Kazakhstan";"";"KAZ";"B";"Sudan";0;"-3";"SDN"
"Kyrgyzstan";"";"KGZ";"B";"Sudan";0;"-3";"SDN"
"Tajikistan";"";"TJK";"B";"Sudan";0;"-3";"SDN"
"Turkmenistan";"";"TKM";"B";"Sudan";0;"-3";"SDN"
"Uzbekistan";"";"UZB";"B";"Sudan";0;"-3";"SDN"
"China";"-5";"CHN";"C";"Sudan";0;"-3";"SDN"
"China, Hong Kong Special Administrative Region";"-6";"HKG ";"B";"Sudan";0;"-3";"SDN"
"China, Macao Special Administrative Region";"-7";"MAC";"B";"Sudan";0;"-3";"SDN"
"Democratic People's Republic of Korea";"";"PRK";"I";"Sudan";0;"-3";"SDN"
"Japan";"";"JPN";"C";"Sudan";0;"-3";"SDN"
"Mongolia";"";"MNG";"C";"Sudan";0;"-3";"SDN"
"Republic of Korea";"";"KOR";"C";"Sudan";0;"-3";"SDN"
"Brunei Darussalam";"";"BRN";"B";"Sudan";0;"-3";"SDN"
"Cambodia";"";"KHM";"B";"Sudan";0;"-3";"SDN"
"Indonesia";"";"IDN";"B R";"Sudan";0;"-3";"SDN"
"Lao People's Democratic Republic";"";"LAO";"C R";"Sudan";0;"-3";"SDN"
"Malaysia";"-8";"MYS";"C R";"Sudan";0;"-3";"SDN"
"Myanmar";"";"MMR";"C";"Sudan";0;"-3";"SDN"
"Philippines";"";"PHL";"C R";"Sudan";62;"-3";"SDN"
"Singapore";"";"SGP";"B";"Sudan";0;"-3";"SDN"
"Thailand";"";"THA";"B R";"Sudan";1;"-3";"SDN"
"Timor-Leste";"";"TLS";"B";"Sudan";0;"-3";"SDN"
"Viet Nam";"";"VNM";"C R";"Sudan";0;"-3";"SDN"
"Afghanistan";"";"AFG";"B";"Sudan";0;"-3";"SDN"
"Bangladesh";"";"BGD";"B R";"Sudan";0;"-3";"SDN"
"Bhutan";"";"BTN";"B";"Sudan";0;"-3";"SDN"
"India";"";"IND";"B R";"Sudan";0;"-3";"SDN"
"Iran (Islamic Republic of)";"";"IRN";"B R";"Sudan";0;"-3";"SDN"
"Maldives";"";"MDV";"C R";"Sudan";0;"-3";"SDN"
"Nepal";"";"NPL";"B R";"Sudan";0;"-3";"SDN"
"Pakistan";"";"PAK";"B R";"Sudan";0;"-3";"SDN"
"Sri Lanka";"";"LKA";"B R";"Sudan";0;"-3";"SDN"
"Armenia";"";"ARM";"B R";"Sudan";0;"-3";"SDN"
"Azerbaijan";"-9";"AZE";"B R";"Sudan";0;"-3";"SDN"
"Bahrain";"";"BHR";"C";"Sudan";7522;"-3";"SDN"
"Cyprus";"-10";"CYP";"B";"Sudan";579;"-3";"SDN"
"Georgia";"-11";"GEO";"B";"Sudan";0;"-3";"SDN"
"Iraq";"";"IRQ";"C R";"Sudan";3792;"-3";"SDN"
"Israel";"";"ISR";"B R";"Sudan";0;"-3";"SDN"
"Jordan";"";"JOR";"C R";"Sudan";2372;"-3";"SDN"
"Kuwait";"";"KWT";"C R";"Sudan";45525;"-3";"SDN"
"Lebanon";"";"LBN";"B R";"Sudan";589;"-3";"SDN"
"Oman";"";"OMN";"C";"Sudan";15775;"-3";"SDN"
"Qatar";"";"QAT";"C";"Sudan";18583;"-3";"SDN"
"Saudi Arabia";"";"SAU";"C R";"Sudan";364304;"-3";"SDN"
"State of Palestine";"-12";"PSE";"B";"Sudan";0;"-3";"SDN"
"Syrian Arab Republic";"";"SYR";"C R";"Sudan";562;"-3";"SDN"
"Turkey";"";"TUR";"B R";"Sudan";400;"-3";"SDN"
"United Arab Emirates";"";"ARE";"C R";"Sudan";86981;"-3";"SDN"
"Yemen";"";"YEM";"C R";"Sudan";27082;"-3";"SDN"
"Belarus";"";"BLR";"B";"Sudan";0;"-3";"SDN"
"Bulgaria";"";"BGR";"B";"Sudan";38;"-3";"SDN"
"Czech Republic";"";"CZE";"C";"Sudan";64;"-3";"SDN"
"Hungary";"";"HUN";"B R";"Sudan";163;"-3";"SDN"
"Poland";"";"POL";"B";"Sudan";113;"-3";"SDN"
"Republic of Moldova";"-13";"MDA";"B";"Sudan";0;"-3";"SDN"
"Romania";"";"ROM";"B";"Sudan";0;"-3";"SDN"
"Russian Federation";"";"RUS";"B";"Sudan";258;"-3";"SDN"
"Slovakia";"";"SVK";"B";"Sudan";0;"-3";"SDN"
"Ukraine";"";"UKR";"B";"Sudan";0;"-3";"SDN"
"Denmark";"";"DNK";"B";"Sudan";713;"-3";"SDN"
"Estonia";"";"EST";"B";"Sudan";4;"-3";"SDN"
"Faeroe Islands";"";"FRO";"B";"Sudan";0;"-3";"SDN"
"Finland";"-15";"FIN";"B";"Sudan";1097;"-3";"SDN"
"Iceland";"";"ISL";"B";"Sudan";0;"-3";"SDN"
"Ireland";"";"IRL";"B";"Sudan";588;"-3";"SDN"
"Isle of Man";"";"IMN";"B";"Sudan";0;"-3";"SDN"
"Latvia";"";"LVA";"B";"Sudan";0;"-3";"SDN"
"Lithuania";"";"LTU";"B";"Sudan";0;"-3";"SDN"
"Norway";"-16";"NOR";"B";"Sudan";3125;"-3";"SDN"
"Sweden";"";"SWE";"B";"Sudan";3379;"-3";"SDN"
"United Kingdom of Great Britain and Northern Ireland";"";"GBR";"B";"Sudan";19758;"-3";"SDN"
"Albania";"";"ALB";"B";"Sudan";0;"-3";"SDN"
"Andorra";"";"AND";"C";"Sudan";0;"-3";"SDN"
"Bosnia and Herzegovina";"";"BIH";"I R";"Sudan";0;"-3";"SDN"
"Croatia";"";"HRV";"B R";"Sudan";66;"-3";"SDN"
"Gibraltar";"";"GIB";"B";"Sudan";0;"-3";"SDN"
"Greece";"";"GRC";"B";"Sudan";1855;"-3";"SDN"
"Holy See";"-17";"VAT";"I";"Sudan";0;"-3";"SDN"
"Italy";"";"ITA";"B";"Sudan";2914;"-3";"SDN"
"Malta";"";"MLT";"B";"Sudan";273;"-3";"SDN"
"Montenegro";"";"MNE";"B";"Sudan";0;"-3";"SDN"
"Portugal";"";"PRT";"B";"Sudan";0;"-3";"SDN"
"San Marino";"";"SMR";"B";"Sudan";0;"-3";"SDN"
"Serbia";"-18";"SRB";"B";"Sudan";0;"-3";"SDN"
"Slovenia";"";"SVN";"B";"Sudan";22;"-3";"SDN"
"Spain";"-19";"ESP";"B";"Sudan";389;"-3";"SDN"
"The former Yugoslav Republic of Macedonia";"";"MKD";"B";"Sudan";0;"-3";"SDN"
"Austria";"";"AUT";"B";"Sudan";635;"-3";"SDN"
"Belgium";"";"BEL";"C";"Sudan";695;"-3";"SDN"
"France";"";"FRA";"B";"Sudan";3208;"-3";"SDN"
"Germany";"";"DEU";"B";"Sudan";0;"-3";"SDN"
"Liechtenstein";"";"LIE";"B";"Sudan";0;"-3";"SDN"
"Luxembourg";"";"LUX";"B";"Sudan";0;"-3";"SDN"
"Monaco";"";"MCO";"B";"Sudan";0;"-3";"SDN"
"Netherlands";"";"NLD";"B";"Sudan";4422;"-3";"SDN"
"Switzerland";"";"CHE";"B";"Sudan";1121;"-3";"SDN"
"Anguilla";"";"AIA";"B";"Sudan";0;"-3";"SDN"
"Antigua and Barbuda";"";"ATG";"B";"Sudan";0;"-3";"SDN"
"Aruba";"";"ABW";"B";"Sudan";0;"-3";"SDN"
"Bahamas";"";"BHS";"B";"Sudan";0;"-3";"SDN"
"Barbados";"";"BRB";"B";"Sudan";0;"-3";"SDN"
"Bonaire, Sint Eustatius and Saba";"-20";"BES";"B";"Sudan";0;"-3";"SDN"
"British Virgin Islands";"";"VGB";"B";"Sudan";0;"-3";"SDN"
"Cayman Islands";"";"CYM";"C";"Sudan";0;"-3";"SDN"
"Cuba";"";"CUB";"B";"Sudan";0;"-3";"SDN"
"Curaçao";"";"CUW";"B";"Sudan";0;"-3";"SDN"
"Dominica";"";"DMA";"B";"Sudan";0;"-3";"SDN"
"Dominican Republic";"";"DOM";"B";"Sudan";0;"-3";"SDN"
"Grenada";"";"GRD";"B";"Sudan";0;"-3";"SDN"
"Guadeloupe";"-21";"GLP";"B";"Sudan";0;"-3";"SDN"
"Haiti";"";"HTI";"B";"Sudan";0;"-3";"SDN"
"Jamaica";"";"JAM";"B";"Sudan";0;"-3";"SDN"
"Martinique";"";"MTQ";"B";"Sudan";0;"-3";"SDN"
"Montserrat";"";"MSR";"B";"Sudan";0;"-3";"SDN"
"Puerto Rico";"";"PRI";"B";"Sudan";0;"-3";"SDN"
"Saint Kitts and Nevis";"";"KNA";"B";"Sudan";0;"-3";"SDN"
"Saint Lucia";"";"LCA";"B";"Sudan";0;"-3";"SDN"
"Saint Vincent and the Grenadines";"";"VCT";"B";"Sudan";0;"-3";"SDN"
"Sint Maarten (Dutch part)";"";"SXM";"B";"Sudan";0;"-3";"SDN"
"Trinidad and Tobago";"";"TTO";"B";"Sudan";0;"-3";"SDN"
"Turks and Caicos Islands";"";"TCA";"B";"Sudan";0;"-3";"SDN"
"United States Virgin Islands";"";"VIR";"B";"Sudan";0;"-3";"SDN"
"Belize";"";"BLZ";"B R ";"Sudan";0;"-3";"SDN"
"Costa Rica";"";"CRI";"B R";"Sudan";1;"-3";"SDN"
"El Salvador";"";"SLV";"B R";"Sudan";0;"-3";"SDN"
"Guatemala";"";"GTM";"B R";"Sudan";0;"-3";"SDN"
"Honduras";"";"HND";"B R";"Sudan";0;"-3";"SDN"
"Mexico";"";"MEX";"B R";"Sudan";0;"-3";"SDN"
"Nicaragua";"";"NIC";"B R";"Sudan";0;"-3";"SDN"
"Panama";"";"PAN";"B";"Sudan";0;"-3";"SDN"
"Argentina";"";"ARG";"B";"Sudan";8;"-3";"SDN"
"Bolivia (Plurinational State of)";"";"BOL";"B";"Sudan";2;"-3";"SDN"
"Brazil";"";"BRA";"B";"Sudan";45;"-3";"SDN"
"Chile";"";"CHL";"B";"Sudan";5;"-3";"SDN"
"Colombia";"";"COL";"B";"Sudan";0;"-3";"SDN"
"Ecuador";"";"ECU";"B R";"Sudan";0;"-3";"SDN"
"Falkland Islands (Malvinas)";"";"FLK";"B";"Sudan";0;"-3";"SDN"
"French Guiana";"";"GUF";"B";"Sudan";0;"-3";"SDN"
"Guyana";"";"GUY";"B";"Sudan";0;"-3";"SDN"
"Paraguay";"";"PRY";"B";"Sudan";0;"-3";"SDN"
"Peru";"";"PER";"B";"Sudan";0;"-3";"SDN"
"Suriname";"";"SUR";"C";"Sudan";0;"-3";"SDN"
"Uruguay";"";"URY";"B";"Sudan";0;"-3";"SDN"
"Venezuela (Bolivarian Republic of)";"";"VEN";"B";"Sudan";0;"-3";"SDN"
"Bermuda";"";"BMU";"B";"Sudan";0;"-3";"SDN"
"Canada";"";"CAN";"B";"Sudan";15221;"-3";"SDN"
"Greenland";"";"GRL";"B";"Sudan";0;"-3";"SDN"
"Saint Pierre and Miquelon";"";"SPM";"B";"Sudan";0;"-3";"SDN"
"United States of America";"";"USA";"B";"Sudan";42306;"-3";"SDN"
"Australia";"-22";"AUS";"B";"Sudan";23989;"-3";"SDN"
"New Zealand";"";"NZL";"B";"Sudan";0;"-3";"SDN"
"Fiji";"";"FJI";"B";"Sudan";0;"-3";"SDN"
"New Caledonia";"";"NCL";"B";"Sudan";0;"-3";"SDN"
"Papua New Guinea";"";"PNG";"C R";"Sudan";0;"-3";"SDN"
"Solomon Islands";"";"SLB";"B";"Sudan";0;"-3";"SDN"
"Vanuatu";"";"VUT";"B";"Sudan";0;"-3";"SDN"
"Guam";"";"GUM";"B";"Sudan";0;"-3";"SDN"
"Kiribati";"";"KIR";"B";"Sudan";0;"-3";"SDN"
"Marshall Islands";"";"MHL";"B";"Sudan";0;"-3";"SDN"
"Micronesia (Federated States of)";"";"FSM";"B";"Sudan";0;"-3";"SDN"
"Nauru";"";"NRU";"C";"Sudan";0;"-3";"SDN"
"Northern Mariana Islands";"";"MNP";"B";"Sudan";0;"-3";"SDN"
"Palau";"";"PLW";"B";"Sudan";0;"-3";"SDN"
"American Samoa";"";"ASM";"B";"Sudan";0;"-3";"SDN"
"Cook Islands";"";"COK";"B";"Sudan";0;"-3";"SDN"
"French Polynesia";"";"PYF";"B";"Sudan";0;"-3";"SDN"
"Niue";"";"NIU";"B";"Sudan";0;"-3";"SDN"
"Samoa";"";"WSM";"B";"Sudan";0;"-3";"SDN"
"Tokelau";"";"TKL";"B";"Sudan";0;"-3";"SDN"
"Tonga";"";"TON";"B";"Sudan";0;"-3";"SDN"
