"countryName_Destination";"Notes.x";"ISO3.x";"Type.of.data..a.";"Origin";"nbMigrants";"Notes.y";"ISO3.y"
"Saint Kitts and Nevis";"";"KNA";"B";"Spain";0;"-19";"ESP"
"Saint Lucia";"";"LCA";"B";"Spain";0;"-19";"ESP"
"Saint Vincent and the Grenadines";"";"VCT";"B";"Spain";0;"-19";"ESP"
"Sint Maarten (Dutch part)";"";"SXM";"B";"Spain";0;"-19";"ESP"
"Trinidad and Tobago";"";"TTO";"B";"Spain";0;"-19";"ESP"
"Turks and Caicos Islands";"";"TCA";"B";"Spain";0;"-19";"ESP"
"United States Virgin Islands";"";"VIR";"B";"Spain";0;"-19";"ESP"
"Belize";"";"BLZ";"B R ";"Spain";0;"-19";"ESP"
"Costa Rica";"";"CRI";"B R";"Spain";2216;"-19";"ESP"
"El Salvador";"";"SLV";"B R";"Spain";534;"-19";"ESP"
"Guatemala";"";"GTM";"B R";"Spain";1320;"-19";"ESP"
"Honduras";"";"HND";"B R";"Spain";385;"-19";"ESP"
"Mexico";"";"MEX";"B R";"Spain";26909;"-19";"ESP"
"Nicaragua";"";"NIC";"B R";"Spain";460;"-19";"ESP"
"Panama";"";"PAN";"B";"Spain";3702;"-19";"ESP"
"Argentina";"";"ARG";"B";"Spain";98050;"-19";"ESP"
"Bolivia (Plurinational State of)";"";"BOL";"B";"Spain";12181;"-19";"ESP"
"Brazil";"";"BRA";"B";"Spain";36691;"-19";"ESP"
"Chile";"";"CHL";"B";"Spain";8834;"-19";"ESP"
"Colombia";"";"COL";"B";"Spain";6629;"-19";"ESP"
"Ecuador";"";"ECU";"B R";"Spain";7473;"-19";"ESP"
"Falkland Islands (Malvinas)";"";"FLK";"B";"Spain";0;"-19";"ESP"
"French Guiana";"";"GUF";"B";"Spain";0;"-19";"ESP"
"Guyana";"";"GUY";"B";"Spain";0;"-19";"ESP"
"Paraguay";"";"PRY";"B";"Spain";883;"-19";"ESP"
"Peru";"";"PER";"B";"Spain";5075;"-19";"ESP"
"Suriname";"";"SUR";"C";"Spain";0;"-19";"ESP"
"Uruguay";"";"URY";"B";"Spain";13224;"-19";"ESP"
"Venezuela (Bolivarian Republic of)";"";"VEN";"B";"Spain";74582;"-19";"ESP"
"Bermuda";"";"BMU";"B";"Spain";130;"-19";"ESP"
"Canada";"";"CAN";"B";"Spain";10943;"-19";"ESP"
"Greenland";"";"GRL";"B";"Spain";0;"-19";"ESP"
"Saint Pierre and Miquelon";"";"SPM";"B";"Spain";0;"-19";"ESP"
"United States of America";"";"USA";"B";"Spain";94364;"-19";"ESP"
"Australia";"-22";"AUS";"B";"Spain";18061;"-19";"ESP"
"New Zealand";"";"NZL";"B";"Spain";0;"-19";"ESP"
"Fiji";"";"FJI";"B";"Spain";0;"-19";"ESP"
"New Caledonia";"";"NCL";"B";"Spain";147;"-19";"ESP"
"Papua New Guinea";"";"PNG";"C R";"Spain";0;"-19";"ESP"
"Solomon Islands";"";"SLB";"B";"Spain";0;"-19";"ESP"
"Vanuatu";"";"VUT";"B";"Spain";0;"-19";"ESP"
"Guam";"";"GUM";"B";"Spain";0;"-19";"ESP"
"Kiribati";"";"KIR";"B";"Spain";0;"-19";"ESP"
"Marshall Islands";"";"MHL";"B";"Spain";0;"-19";"ESP"
"Micronesia (Federated States of)";"";"FSM";"B";"Spain";0;"-19";"ESP"
"Nauru";"";"NRU";"C";"Spain";0;"-19";"ESP"
"Northern Mariana Islands";"";"MNP";"B";"Spain";0;"-19";"ESP"
"Palau";"";"PLW";"B";"Spain";0;"-19";"ESP"
"American Samoa";"";"ASM";"B";"Spain";0;"-19";"ESP"
"Cook Islands";"";"COK";"B";"Spain";0;"-19";"ESP"
"French Polynesia";"";"PYF";"B";"Spain";80;"-19";"ESP"
"Niue";"";"NIU";"B";"Spain";0;"-19";"ESP"
"Samoa";"";"WSM";"B";"Spain";0;"-19";"ESP"
"Tokelau";"";"TKL";"B";"Spain";0;"-19";"ESP"
"Tonga";"";"TON";"B";"Spain";0;"-19";"ESP"
"Tuvalu";"";"TUV";"C";"Spain";0;"-19";"ESP"
"Wallis and Futuna Islands";"";"WLF";"B";"Spain";0;"-19";"ESP"
"Burundi";"";"BDI";"B R";"Sri Lanka";0;"";"LKA"
"Comoros";"";"COM";"B";"Sri Lanka";0;"";"LKA"
"Djibouti";"";"DJI";"B R";"Sri Lanka";0;"";"LKA"
"Eritrea";"";"ERI";"I";"Sri Lanka";0;"";"LKA"
"Ethiopia";"";"ETH";"B R";"Sri Lanka";0;"";"LKA"
"Kenya";"";"KEN";"B R";"Sri Lanka";0;"";"LKA"
"Madagascar";"";"MDG";"C";"Sri Lanka";0;"";"LKA"
"Malawi";"";"MWI";"B R";"Sri Lanka";0;"";"LKA"
"Mauritius";"-1";"MUS";"C";"Sri Lanka";1126;"";"LKA"
"Mayotte";"";"MYT";"B";"Sri Lanka";0;"";"LKA"
"Mozambique";"";"MOZ";"B R";"Sri Lanka";0;"";"LKA"
"Réunion";"";"REU";"B";"Sri Lanka";0;"";"LKA"
"Rwanda";"";"RWA";"B R";"Sri Lanka";0;"";"LKA"
"Seychelles";"";"SYC";"B";"Sri Lanka";600;"";"LKA"
"Somalia";"";"SOM";"I R";"Sri Lanka";0;"";"LKA"
"South Sudan";"";"SSD";"B R";"Sri Lanka";0;"";"LKA"
"Uganda";"";"UGA";"B R";"Sri Lanka";0;"";"LKA"
"United Republic of Tanzania";"-2";"TZA";"B R";"Sri Lanka";0;"";"LKA"
"Zambia";"";"ZMB";"B R";"Sri Lanka";0;"";"LKA"
"Zimbabwe";"";"ZWE";"B R";"Sri Lanka";0;"";"LKA"
"Angola";"";"AGO";"B R";"Sri Lanka";0;"";"LKA"
"Cameroon";"";"CMR";"B";"Sri Lanka";0;"";"LKA"
"Central African Republic";"";"CAF";"C";"Sri Lanka";0;"";"LKA"
"Chad";"";"TCD";"B R";"Sri Lanka";0;"";"LKA"
"Congo";"";"COG";"B";"Sri Lanka";0;"";"LKA"
"Democratic Republic of the Congo";"";"COD";"B R";"Sri Lanka";0;"";"LKA"
"Equatorial Guinea";"";"GNQ";"C";"Sri Lanka";0;"";"LKA"
"Gabon";"";"GAB";"C";"Sri Lanka";0;"";"LKA"
"Sao Tome and Principe";"";"STP";"C";"Sri Lanka";0;"";"LKA"
"Algeria";"";"DZA";"C R";"Sri Lanka";0;"";"LKA"
"Egypt";"";"EGY";"B R";"Sri Lanka";249;"";"LKA"
"Libya";"";"LBY";"C";"Sri Lanka";367;"";"LKA"
"Morocco";"";"MAR";"C";"Sri Lanka";0;"";"LKA"
"Sudan";"-3";"SDN";"B R";"Sri Lanka";0;"";"LKA"
"Tunisia";"";"TUN";"C";"Sri Lanka";0;"";"LKA"
"Western Sahara";"";"ESH";"I";"Sri Lanka";0;"";"LKA"
"Botswana";"";"BWA";"C";"Sri Lanka";1925;"";"LKA"
"Lesotho";"";"LSO";"C R";"Sri Lanka";0;"";"LKA"
"Namibia";"";"NAM";"B";"Sri Lanka";0;"";"LKA"
"South Africa";"";"ZAF";"B R";"Sri Lanka";1059;"";"LKA"
"Swaziland";"";"SWZ";"B R";"Sri Lanka";0;"";"LKA"
"Benin";"";"BEN";"C B R";"Sri Lanka";0;"";"LKA"
"Burkina Faso";"";"BFA";"B R";"Sri Lanka";0;"";"LKA"
"Cabo Verde";"";"CPV";"B";"Sri Lanka";0;"";"LKA"
"Côte d'Ivoire";"";"CIV";"C B";"Sri Lanka";0;"";"LKA"
"Gambia";"";"GMB";"B";"Sri Lanka";0;"";"LKA"
"Ghana";"";"GHA";"B";"Sri Lanka";20;"";"LKA"
"Guinea";"";"GIN";"C R";"Sri Lanka";0;"";"LKA"
"Guinea-Bissau";"";"GNB";"B R";"Sri Lanka";0;"";"LKA"
"Liberia";"";"LBR";"B";"Sri Lanka";0;"";"LKA"
"Mali";"";"MLI";"B R";"Sri Lanka";0;"";"LKA"
"Mauritania";"";"MRT";"C R";"Sri Lanka";0;"";"LKA"
"Niger";"";"NER";"B R";"Sri Lanka";0;"";"LKA"
"Nigeria";"";"NGA";"C R";"Sri Lanka";0;"";"LKA"
"Saint Helena";"-4";"SHN";"B";"Sri Lanka";0;"";"LKA"
"Senegal";"";"SEN";"B R";"Sri Lanka";0;"";"LKA"
"Sierra Leone";"";"SLE";"B R";"Sri Lanka";0;"";"LKA"
"Togo";"";"TGO";"C R";"Sri Lanka";0;"";"LKA"
"Kazakhstan";"";"KAZ";"B";"Sri Lanka";0;"";"LKA"
"Kyrgyzstan";"";"KGZ";"B";"Sri Lanka";0;"";"LKA"
"Tajikistan";"";"TJK";"B";"Sri Lanka";0;"";"LKA"
"Turkmenistan";"";"TKM";"B";"Sri Lanka";0;"";"LKA"
"Uzbekistan";"";"UZB";"B";"Sri Lanka";0;"";"LKA"
"China";"-5";"CHN";"C";"Sri Lanka";5435;"";"LKA"
"China, Hong Kong Special Administrative Region";"-6";"HKG ";"B";"Sri Lanka";782;"";"LKA"
"China, Macao Special Administrative Region";"-7";"MAC";"B";"Sri Lanka";0;"";"LKA"
"Democratic People's Republic of Korea";"";"PRK";"I";"Sri Lanka";153;"";"LKA"
"Japan";"";"JPN";"C";"Sri Lanka";9240;"";"LKA"
"Mongolia";"";"MNG";"C";"Sri Lanka";0;"";"LKA"
"Republic of Korea";"";"KOR";"C";"Sri Lanka";25605;"";"LKA"
"Brunei Darussalam";"";"BRN";"B";"Sri Lanka";1234;"";"LKA"
"Cambodia";"";"KHM";"B";"Sri Lanka";47;"";"LKA"
"Indonesia";"";"IDN";"B R";"Sri Lanka";0;"";"LKA"
"Lao People's Democratic Republic";"";"LAO";"C R";"Sri Lanka";0;"";"LKA"
"Malaysia";"-8";"MYS";"C R";"Sri Lanka";6634;"";"LKA"
"Myanmar";"";"MMR";"C";"Sri Lanka";0;"";"LKA"
"Philippines";"";"PHL";"C R";"Sri Lanka";172;"";"LKA"
"Singapore";"";"SGP";"B";"Sri Lanka";10730;"";"LKA"
"Thailand";"";"THA";"B R";"Sri Lanka";5597;"";"LKA"
"Timor-Leste";"";"TLS";"B";"Sri Lanka";0;"";"LKA"
"Viet Nam";"";"VNM";"C R";"Sri Lanka";79;"";"LKA"
"Afghanistan";"";"AFG";"B";"Sri Lanka";0;"";"LKA"
"Bangladesh";"";"BGD";"B R";"Sri Lanka";0;"";"LKA"
"Bhutan";"";"BTN";"B";"Sri Lanka";33;"";"LKA"
"India";"";"IND";"B R";"Sri Lanka";155195;"";"LKA"
"Iran (Islamic Republic of)";"";"IRN";"B R";"Sri Lanka";0;"";"LKA"
"Maldives";"";"MDV";"C R";"Sri Lanka";9448;"";"LKA"
"Nepal";"";"NPL";"B R";"Sri Lanka";46;"";"LKA"
"Pakistan";"";"PAK";"B R";"Sri Lanka";578;"";"LKA"
"Sri Lanka";"";"LKA";"B R";"Sri Lanka";0;"";"LKA"
"Armenia";"";"ARM";"B R";"Sri Lanka";0;"";"LKA"
"Azerbaijan";"-9";"AZE";"B R";"Sri Lanka";0;"";"LKA"
"Bahrain";"";"BHR";"C";"Sri Lanka";9841;"";"LKA"
"Cyprus";"-10";"CYP";"B";"Sri Lanka";11001;"";"LKA"
"Georgia";"-11";"GEO";"B";"Sri Lanka";0;"";"LKA"
"Iraq";"";"IRQ";"C R";"Sri Lanka";0;"";"LKA"
"Israel";"";"ISR";"B R";"Sri Lanka";0;"";"LKA"
"Jordan";"";"JOR";"C R";"Sri Lanka";13175;"";"LKA"
"Kuwait";"";"KWT";"C R";"Sri Lanka";36556;"";"LKA"
"Lebanon";"";"LBN";"B R";"Sri Lanka";3271;"";"LKA"
"Oman";"";"OMN";"C";"Sri Lanka";38377;"";"LKA"
"Qatar";"";"QAT";"C";"Sri Lanka";54731;"";"LKA"
"Saudi Arabia";"";"SAU";"C R";"Sri Lanka";400734;"";"LKA"
"State of Palestine";"-12";"PSE";"B";"Sri Lanka";0;"";"LKA"
"Syrian Arab Republic";"";"SYR";"C R";"Sri Lanka";0;"";"LKA"
"Turkey";"";"TUR";"B R";"Sri Lanka";52;"";"LKA"
"United Arab Emirates";"";"ARE";"C R";"Sri Lanka";113788;"";"LKA"
"Yemen";"";"YEM";"C R";"Sri Lanka";0;"";"LKA"
"Belarus";"";"BLR";"B";"Sri Lanka";0;"";"LKA"
"Bulgaria";"";"BGR";"B";"Sri Lanka";9;"";"LKA"
"Czech Republic";"";"CZE";"C";"Sri Lanka";130;"";"LKA"
"Hungary";"";"HUN";"B R";"Sri Lanka";62;"";"LKA"
"Poland";"";"POL";"B";"Sri Lanka";86;"";"LKA"
"Republic of Moldova";"-13";"MDA";"B";"Sri Lanka";0;"";"LKA"
"Romania";"";"ROM";"B";"Sri Lanka";0;"";"LKA"
"Russian Federation";"";"RUS";"B";"Sri Lanka";588;"";"LKA"
"Slovakia";"";"SVK";"B";"Sri Lanka";0;"";"LKA"
"Ukraine";"";"UKR";"B";"Sri Lanka";0;"";"LKA"
"Denmark";"";"DNK";"B";"Sri Lanka";8258;"";"LKA"
"Estonia";"";"EST";"B";"Sri Lanka";8;"";"LKA"
"Faeroe Islands";"";"FRO";"B";"Sri Lanka";0;"";"LKA"
"Finland";"-15";"FIN";"B";"Sri Lanka";1158;"";"LKA"
"Iceland";"";"ISL";"B";"Sri Lanka";167;"";"LKA"
"Ireland";"";"IRL";"B";"Sri Lanka";238;"";"LKA"
"Isle of Man";"";"IMN";"B";"Sri Lanka";0;"";"LKA"
"Latvia";"";"LVA";"B";"Sri Lanka";33;"";"LKA"
"Lithuania";"";"LTU";"B";"Sri Lanka";0;"";"LKA"
"Norway";"-16";"NOR";"B";"Sri Lanka";9275;"";"LKA"
"Sweden";"";"SWE";"B";"Sri Lanka";7115;"";"LKA"
"United Kingdom of Great Britain and Northern Ireland";"";"GBR";"B";"Sri Lanka";138752;"";"LKA"
"Albania";"";"ALB";"B";"Sri Lanka";0;"";"LKA"
"Andorra";"";"AND";"C";"Sri Lanka";0;"";"LKA"
"Bosnia and Herzegovina";"";"BIH";"I R";"Sri Lanka";0;"";"LKA"
"Croatia";"";"HRV";"B R";"Sri Lanka";0;"";"LKA"
"Gibraltar";"";"GIB";"B";"Sri Lanka";0;"";"LKA"
"Greece";"";"GRC";"B";"Sri Lanka";889;"";"LKA"
"Holy See";"-17";"VAT";"I";"Sri Lanka";0;"";"LKA"
"Italy";"";"ITA";"B";"Sri Lanka";85093;"";"LKA"
"Malta";"";"MLT";"B";"Sri Lanka";20;"";"LKA"
"Montenegro";"";"MNE";"B";"Sri Lanka";0;"";"LKA"
"Portugal";"";"PRT";"B";"Sri Lanka";26;"";"LKA"
"San Marino";"";"SMR";"B";"Sri Lanka";0;"";"LKA"
"Serbia";"-18";"SRB";"B";"Sri Lanka";0;"";"LKA"
"Slovenia";"";"SVN";"B";"Sri Lanka";0;"";"LKA"
"Spain";"-19";"ESP";"B";"Sri Lanka";628;"";"LKA"
"The former Yugoslav Republic of Macedonia";"";"MKD";"B";"Sri Lanka";0;"";"LKA"
"Austria";"";"AUT";"B";"Sri Lanka";981;"";"LKA"
"Belgium";"";"BEL";"C";"Sri Lanka";1368;"";"LKA"
"France";"";"FRA";"B";"Sri Lanka";47864;"";"LKA"
"Germany";"";"DEU";"B";"Sri Lanka";46716;"";"LKA"
"Liechtenstein";"";"LIE";"B";"Sri Lanka";0;"";"LKA"
"Luxembourg";"";"LUX";"B";"Sri Lanka";0;"";"LKA"
"Monaco";"";"MCO";"B";"Sri Lanka";0;"";"LKA"
"Netherlands";"";"NLD";"B";"Sri Lanka";10461;"";"LKA"
"Switzerland";"";"CHE";"B";"Sri Lanka";42139;"";"LKA"
"Anguilla";"";"AIA";"B";"Sri Lanka";0;"";"LKA"
"Antigua and Barbuda";"";"ATG";"B";"Sri Lanka";0;"";"LKA"
"Aruba";"";"ABW";"B";"Sri Lanka";0;"";"LKA"
"Bahamas";"";"BHS";"B";"Sri Lanka";39;"";"LKA"
"Barbados";"";"BRB";"B";"Sri Lanka";0;"";"LKA"
"Bonaire, Sint Eustatius and Saba";"-20";"BES";"B";"Sri Lanka";0;"";"LKA"
"British Virgin Islands";"";"VGB";"B";"Sri Lanka";0;"";"LKA"
"Cayman Islands";"";"CYM";"C";"Sri Lanka";0;"";"LKA"
"Cuba";"";"CUB";"B";"Sri Lanka";0;"";"LKA"
"Curaçao";"";"CUW";"B";"Sri Lanka";0;"";"LKA"
"Dominica";"";"DMA";"B";"Sri Lanka";0;"";"LKA"
"Dominican Republic";"";"DOM";"B";"Sri Lanka";0;"";"LKA"
"Grenada";"";"GRD";"B";"Sri Lanka";0;"";"LKA"
"Guadeloupe";"-21";"GLP";"B";"Sri Lanka";0;"";"LKA"
"Haiti";"";"HTI";"B";"Sri Lanka";0;"";"LKA"
"Jamaica";"";"JAM";"B";"Sri Lanka";0;"";"LKA"
"Martinique";"";"MTQ";"B";"Sri Lanka";0;"";"LKA"
"Montserrat";"";"MSR";"B";"Sri Lanka";0;"";"LKA"
"Puerto Rico";"";"PRI";"B";"Sri Lanka";0;"";"LKA"
"Saint Kitts and Nevis";"";"KNA";"B";"Sri Lanka";0;"";"LKA"
"Saint Lucia";"";"LCA";"B";"Sri Lanka";0;"";"LKA"
"Saint Vincent and the Grenadines";"";"VCT";"B";"Sri Lanka";0;"";"LKA"
"Sint Maarten (Dutch part)";"";"SXM";"B";"Sri Lanka";0;"";"LKA"
"Trinidad and Tobago";"";"TTO";"B";"Sri Lanka";0;"";"LKA"
"Turks and Caicos Islands";"";"TCA";"B";"Sri Lanka";0;"";"LKA"
"United States Virgin Islands";"";"VIR";"B";"Sri Lanka";0;"";"LKA"
"Belize";"";"BLZ";"B R ";"Sri Lanka";0;"";"LKA"
"Costa Rica";"";"CRI";"B R";"Sri Lanka";1;"";"LKA"
"El Salvador";"";"SLV";"B R";"Sri Lanka";0;"";"LKA"
"Guatemala";"";"GTM";"B R";"Sri Lanka";0;"";"LKA"
"Honduras";"";"HND";"B R";"Sri Lanka";0;"";"LKA"
"Mexico";"";"MEX";"B R";"Sri Lanka";0;"";"LKA"
"Nicaragua";"";"NIC";"B R";"Sri Lanka";0;"";"LKA"
"Panama";"";"PAN";"B";"Sri Lanka";0;"";"LKA"
"Argentina";"";"ARG";"B";"Sri Lanka";2;"";"LKA"
"Bolivia (Plurinational State of)";"";"BOL";"B";"Sri Lanka";2;"";"LKA"
"Brazil";"";"BRA";"B";"Sri Lanka";48;"";"LKA"
"Chile";"";"CHL";"B";"Sri Lanka";7;"";"LKA"
"Colombia";"";"COL";"B";"Sri Lanka";0;"";"LKA"
"Ecuador";"";"ECU";"B R";"Sri Lanka";0;"";"LKA"
"Falkland Islands (Malvinas)";"";"FLK";"B";"Sri Lanka";0;"";"LKA"
"French Guiana";"";"GUF";"B";"Sri Lanka";0;"";"LKA"
"Guyana";"";"GUY";"B";"Sri Lanka";0;"";"LKA"
"Paraguay";"";"PRY";"B";"Sri Lanka";0;"";"LKA"
"Peru";"";"PER";"B";"Sri Lanka";0;"";"LKA"
"Suriname";"";"SUR";"C";"Sri Lanka";0;"";"LKA"
"Uruguay";"";"URY";"B";"Sri Lanka";0;"";"LKA"
"Venezuela (Bolivarian Republic of)";"";"VEN";"B";"Sri Lanka";0;"";"LKA"
"Bermuda";"";"BMU";"B";"Sri Lanka";0;"";"LKA"
"Canada";"";"CAN";"B";"Sri Lanka";146998;"";"LKA"
"Greenland";"";"GRL";"B";"Sri Lanka";0;"";"LKA"
"Saint Pierre and Miquelon";"";"SPM";"B";"Sri Lanka";0;"";"LKA"
"United States of America";"";"USA";"B";"Sri Lanka";48074;"";"LKA"
"Australia";"-22";"AUS";"B";"Sri Lanka";112120;"";"LKA"
"New Zealand";"";"NZL";"B";"Sri Lanka";9956;"";"LKA"
"Fiji";"";"FJI";"B";"Sri Lanka";0;"";"LKA"
"New Caledonia";"";"NCL";"B";"Sri Lanka";0;"";"LKA"
"Papua New Guinea";"";"PNG";"C R";"Sri Lanka";79;"";"LKA"
"Solomon Islands";"";"SLB";"B";"Sri Lanka";0;"";"LKA"
"Vanuatu";"";"VUT";"B";"Sri Lanka";0;"";"LKA"
"Guam";"";"GUM";"B";"Sri Lanka";0;"";"LKA"
"Kiribati";"";"KIR";"B";"Sri Lanka";0;"";"LKA"
"Marshall Islands";"";"MHL";"B";"Sri Lanka";0;"";"LKA"
"Micronesia (Federated States of)";"";"FSM";"B";"Sri Lanka";0;"";"LKA"
"Nauru";"";"NRU";"C";"Sri Lanka";115;"";"LKA"
"Northern Mariana Islands";"";"MNP";"B";"Sri Lanka";0;"";"LKA"
"Palau";"";"PLW";"B";"Sri Lanka";0;"";"LKA"
"American Samoa";"";"ASM";"B";"Sri Lanka";0;"";"LKA"
"Cook Islands";"";"COK";"B";"Sri Lanka";0;"";"LKA"
"French Polynesia";"";"PYF";"B";"Sri Lanka";0;"";"LKA"
"Niue";"";"NIU";"B";"Sri Lanka";0;"";"LKA"
"Samoa";"";"WSM";"B";"Sri Lanka";0;"";"LKA"
"Tokelau";"";"TKL";"B";"Sri Lanka";0;"";"LKA"
"Tonga";"";"TON";"B";"Sri Lanka";0;"";"LKA"
"Tuvalu";"";"TUV";"C";"Sri Lanka";0;"";"LKA"
"Wallis and Futuna Islands";"";"WLF";"B";"Sri Lanka";0;"";"LKA"
"Burundi";"";"BDI";"B R";"State of Palestine";0;"-12";"PSE"
"Comoros";"";"COM";"B";"State of Palestine";0;"-12";"PSE"
"Djibouti";"";"DJI";"B R";"State of Palestine";0;"-12";"PSE"
"Eritrea";"";"ERI";"I";"State of Palestine";0;"-12";"PSE"
"Ethiopia";"";"ETH";"B R";"State of Palestine";0;"-12";"PSE"
"Kenya";"";"KEN";"B R";"State of Palestine";0;"-12";"PSE"
"Madagascar";"";"MDG";"C";"State of Palestine";0;"-12";"PSE"
"Malawi";"";"MWI";"B R";"State of Palestine";0;"-12";"PSE"
"Mauritius";"-1";"MUS";"C";"State of Palestine";0;"-12";"PSE"
"Mayotte";"";"MYT";"B";"State of Palestine";0;"-12";"PSE"
"Mozambique";"";"MOZ";"B R";"State of Palestine";0;"-12";"PSE"
"Réunion";"";"REU";"B";"State of Palestine";0;"-12";"PSE"
"Rwanda";"";"RWA";"B R";"State of Palestine";0;"-12";"PSE"
"Seychelles";"";"SYC";"B";"State of Palestine";0;"-12";"PSE"
"Somalia";"";"SOM";"I R";"State of Palestine";0;"-12";"PSE"
"South Sudan";"";"SSD";"B R";"State of Palestine";0;"-12";"PSE"
"Uganda";"";"UGA";"B R";"State of Palestine";0;"-12";"PSE"
"United Republic of Tanzania";"-2";"TZA";"B R";"State of Palestine";0;"-12";"PSE"
"Zambia";"";"ZMB";"B R";"State of Palestine";0;"-12";"PSE"
"Zimbabwe";"";"ZWE";"B R";"State of Palestine";0;"-12";"PSE"
"Angola";"";"AGO";"B R";"State of Palestine";0;"-12";"PSE"
"Cameroon";"";"CMR";"B";"State of Palestine";0;"-12";"PSE"
"Central African Republic";"";"CAF";"C";"State of Palestine";0;"-12";"PSE"
"Chad";"";"TCD";"B R";"State of Palestine";0;"-12";"PSE"
"Congo";"";"COG";"B";"State of Palestine";0;"-12";"PSE"
"Democratic Republic of the Congo";"";"COD";"B R";"State of Palestine";0;"-12";"PSE"
"Equatorial Guinea";"";"GNQ";"C";"State of Palestine";0;"-12";"PSE"
"Gabon";"";"GAB";"C";"State of Palestine";0;"-12";"PSE"
"Sao Tome and Principe";"";"STP";"C";"State of Palestine";0;"-12";"PSE"
"Algeria";"";"DZA";"C R";"State of Palestine";56961;"-12";"PSE"
"Egypt";"";"EGY";"B R";"State of Palestine";150486;"-12";"PSE"
"Libya";"";"LBY";"C";"State of Palestine";286136;"-12";"PSE"
"Morocco";"";"MAR";"C";"State of Palestine";0;"-12";"PSE"
"Sudan";"-3";"SDN";"B R";"State of Palestine";0;"-12";"PSE"
"Tunisia";"";"TUN";"C";"State of Palestine";553;"-12";"PSE"
"Western Sahara";"";"ESH";"I";"State of Palestine";0;"-12";"PSE"
"Botswana";"";"BWA";"C";"State of Palestine";0;"-12";"PSE"
"Lesotho";"";"LSO";"C R";"State of Palestine";0;"-12";"PSE"
"Namibia";"";"NAM";"B";"State of Palestine";0;"-12";"PSE"
"South Africa";"";"ZAF";"B R";"State of Palestine";99;"-12";"PSE"
"Swaziland";"";"SWZ";"B R";"State of Palestine";0;"-12";"PSE"
"Benin";"";"BEN";"C B R";"State of Palestine";0;"-12";"PSE"
"Burkina Faso";"";"BFA";"B R";"State of Palestine";0;"-12";"PSE"
"Cabo Verde";"";"CPV";"B";"State of Palestine";0;"-12";"PSE"
"Côte d'Ivoire";"";"CIV";"C B";"State of Palestine";0;"-12";"PSE"
"Gambia";"";"GMB";"B";"State of Palestine";0;"-12";"PSE"
"Ghana";"";"GHA";"B";"State of Palestine";0;"-12";"PSE"
"Guinea";"";"GIN";"C R";"State of Palestine";0;"-12";"PSE"
"Guinea-Bissau";"";"GNB";"B R";"State of Palestine";0;"-12";"PSE"
"Liberia";"";"LBR";"B";"State of Palestine";0;"-12";"PSE"
"Mali";"";"MLI";"B R";"State of Palestine";0;"-12";"PSE"
"Mauritania";"";"MRT";"C R";"State of Palestine";161;"-12";"PSE"
"Niger";"";"NER";"B R";"State of Palestine";0;"-12";"PSE"
"Nigeria";"";"NGA";"C R";"State of Palestine";0;"-12";"PSE"
"Saint Helena";"-4";"SHN";"B";"State of Palestine";0;"-12";"PSE"
"Senegal";"";"SEN";"B R";"State of Palestine";0;"-12";"PSE"
"Sierra Leone";"";"SLE";"B R";"State of Palestine";0;"-12";"PSE"
"Togo";"";"TGO";"C R";"State of Palestine";0;"-12";"PSE"
"Kazakhstan";"";"KAZ";"B";"State of Palestine";0;"-12";"PSE"
"Kyrgyzstan";"";"KGZ";"B";"State of Palestine";0;"-12";"PSE"
"Tajikistan";"";"TJK";"B";"State of Palestine";0;"-12";"PSE"
"Turkmenistan";"";"TKM";"B";"State of Palestine";0;"-12";"PSE"
"Uzbekistan";"";"UZB";"B";"State of Palestine";0;"-12";"PSE"
"China";"-5";"CHN";"C";"State of Palestine";0;"-12";"PSE"
"China, Hong Kong Special Administrative Region";"-6";"HKG ";"B";"State of Palestine";0;"-12";"PSE"
"China, Macao Special Administrative Region";"-7";"MAC";"B";"State of Palestine";0;"-12";"PSE"
"Democratic People's Republic of Korea";"";"PRK";"I";"State of Palestine";0;"-12";"PSE"
"Japan";"";"JPN";"C";"State of Palestine";0;"-12";"PSE"
"Mongolia";"";"MNG";"C";"State of Palestine";0;"-12";"PSE"
"Republic of Korea";"";"KOR";"C";"State of Palestine";0;"-12";"PSE"
"Brunei Darussalam";"";"BRN";"B";"State of Palestine";0;"-12";"PSE"
"Cambodia";"";"KHM";"B";"State of Palestine";0;"-12";"PSE"
"Indonesia";"";"IDN";"B R";"State of Palestine";0;"-12";"PSE"
"Lao People's Democratic Republic";"";"LAO";"C R";"State of Palestine";0;"-12";"PSE"
"Malaysia";"-8";"MYS";"C R";"State of Palestine";0;"-12";"PSE"
"Myanmar";"";"MMR";"C";"State of Palestine";0;"-12";"PSE"
"Philippines";"";"PHL";"C R";"State of Palestine";0;"-12";"PSE"
"Singapore";"";"SGP";"B";"State of Palestine";0;"-12";"PSE"
"Thailand";"";"THA";"B R";"State of Palestine";9;"-12";"PSE"
"Timor-Leste";"";"TLS";"B";"State of Palestine";0;"-12";"PSE"
"Viet Nam";"";"VNM";"C R";"State of Palestine";0;"-12";"PSE"
"Afghanistan";"";"AFG";"B";"State of Palestine";0;"-12";"PSE"
"Bangladesh";"";"BGD";"B R";"State of Palestine";0;"-12";"PSE"
"Bhutan";"";"BTN";"B";"State of Palestine";0;"-12";"PSE"
"India";"";"IND";"B R";"State of Palestine";0;"-12";"PSE"
